Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link,target_founded,target_cat,target_desc,target_country,acquirer_founded,acquirer_employees,acquirer_total_funding,acquirer_num_acquisitions,acquirer_ipo_year,acquirer_cat,acquirer_desc,num_founders,num_board,Acquirer_Ticker,CAR,acquirer_mkt_cap,success,acquirer_experience,target_age,acquirer_age,years_since_ipo,Price_filled,log_price,relative_deal_size,log_relative_size,log_acquirer_funding,log_acquirer_employees,is_cash,is_stock,is_undisclosed_terms,is_completed,is_us_target,is_cross_border,combined_text,text_relatedness,cat_overlap,founder_to_board_ratio
Apple acquired Network Innovations in 1988,Network Innovations,Apple,1988,1988-02-03,,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4f5a0a2c98ecc2de74c2f94a5fcebcf0,Apple acquired Network Innovations,http://www.alacrastore.com/storecontent/Thomson_M&A/Apple_Computer_Inc_acquires_Network_Innovations_Corp-21778020,2004.0,"Networking, Virtualization, Data Centers, Information Technology, Public Relations","Network Innovations Limited is the sole licensor of intellectual property relating to the Universal Network Architecture.Carriers, service providers and enterprises have a long list of requirements for their next-generation networks. Existing network architectures put one or more of these criteria in conflict, creating tradeoffs and making it impossible to satisfy all these criteria in a single network.Network Innovations Limited is now offering licenses for its patented Universal Network Architectureâ„¢. UNAâ„¢ pronounced like the Spanish for â€˜one' is an architecture for networks that outclass other networks in cost, environmental impact, investment protection, support for new services, efficiency, quality of service, scalability, reliability and security. Networks of UNAâ„¢ systems are called Universal Networksâ„¢.Universal Networksâ„¢ deliver these benefits by incorporating a hybrid of circuit switching and multiprotocol packet switching that can provide either type of switching on demand and so is able deliver the best of both worlds.For large carriers, costs saved by implementing UNAâ„¢ could run to tens or hundreds of millions of dollars. Universal Networksâ„¢ also support superior virtual networks, making Networks-as-a-Service NaaS a compelling platform for offering managed and outsourced networks.UNAâ„¢ can be implemented in a wide range of equipment and devices, including routers, switches, motherboards, NICs, phones, gaming consoles. Universal Networksâ„¢ of all types and scales can be built: optical, electrical, wireline, wireless, national, metro, enterprise, data center unified fabric, MAN, WAN, LAN, even interconnect networks within servers, desktops and laptops.",,1976.0,98000.0,0.0,51.0,1980,"Computers, Consumer Electronics, Hardware + Software","Apple is an American multinational corporation headquartered in Cupertino, California that designs, develops, and sells consumer electronics, computer software and personal computers. It was founded by Steve Jobs, Ronald Wayne and Steve Wozniak of Apple’s best-known hardware products are the Mac line of computers, the iPod music player, the iPhone smartphone, and the iPad tablet computer. Its consumer software includes the OS X and iOS operating systems, the iTunes media browser, the Safari web browser, and the iLife and iWork creativity and productivity suites.Apple was founded on April 1, 1976, and incorporated as Apple Computer, Inc. on January 3, 1977. The word “Computer” was removed from its name on January 9, 2007, the same day Steve Jobs introduced the iPhone, reflecting its shifted focus towards consumer electronics.Apple is the world’s second-largest information technology company by revenue after Samsung Electronics, and the world’s third-largest mobile phone maker after Samsung and Nokia Fortune Magazine named Apple the most admired company in the United States in 2008, and in the world from 2008 to 2012. On September 30, 2013, Apple surpassed Coca-Cola to become the world’s most valuable brand in the Omnicom Group’s “Best Global Brands” report. However, the company has received criticism for its contractors’ labor practices, and for Apple’s own environmental and business practices.",3.0,10.0,AAPL,-0.04378830391469146,315028369.4267273,0,0,0.0,12.0,8,,,,0.0,0.0,11.49273296168228,0,0,1,1,0,1,"Apple is an American multinational corporation headquartered in Cupertino, California that designs, develops, and sells consumer electronics, computer software and personal computers. It was founded by Steve Jobs, Ronald Wayne and Steve Wozniak of Apple’s best-known hardware products are the Mac line of computers, the iPod music player, the iPhone smartphone, and the iPad tablet computer. Its consumer software includes the OS X and iOS operating systems, the iTunes media browser, the Safari web browser, and the iLife and iWork creativity and productivity suites.Apple was founded on April 1, 1976, and incorporated as Apple Computer, Inc. on January 3, 1977. The word “Computer” was removed from its name on January 9, 2007, the same day Steve Jobs introduced the iPhone, reflecting its shifted focus towards consumer electronics.Apple is the world’s second-largest information technology company by revenue after Samsung Electronics, and the world’s third-largest mobile phone maker after Samsung and Nokia Fortune Magazine named Apple the most admired company in the United States in 2008, and in the world from 2008 to 2012. On September 30, 2013, Apple surpassed Coca-Cola to become the world’s most valuable brand in the Omnicom Group’s “Best Global Brands” report. However, the company has received criticism for its contractors’ labor practices, and for Apple’s own environmental and business practices. Network Innovations Limited is the sole licensor of intellectual property relating to the Universal Network Architecture.Carriers, service providers and enterprises have a long list of requirements for their next-generation networks. Existing network architectures put one or more of these criteria in conflict, creating tradeoffs and making it impossible to satisfy all these criteria in a single network.Network Innovations Limited is now offering licenses for its patented Universal Network Architectureâ„¢. UNAâ„¢ pronounced like the Spanish for â€˜one' is an architecture for networks that outclass other networks in cost, environmental impact, investment protection, support for new services, efficiency, quality of service, scalability, reliability and security. Networks of UNAâ„¢ systems are called Universal Networksâ„¢.Universal Networksâ„¢ deliver these benefits by incorporating a hybrid of circuit switching and multiprotocol packet switching that can provide either type of switching on demand and so is able deliver the best of both worlds.For large carriers, costs saved by implementing UNAâ„¢ could run to tens or hundreds of millions of dollars. Universal Networksâ„¢ also support superior virtual networks, making Networks-as-a-Service NaaS a compelling platform for offering managed and outsourced networks.UNAâ„¢ can be implemented in a wide range of equipment and devices, including routers, switches, motherboards, NICs, phones, gaming consoles. Universal Networksâ„¢ of all types and scales can be built: optical, electrical, wireline, wireless, national, metro, enterprise, data center unified fabric, MAN, WAN, LAN, even interconnect networks within servers, desktops and laptops. Networking, Virtualization, Data Centers, Information Technology, Public Relations Computers, Consumer Electronics, Hardware + Software",1.0000000000000002,0.0,0.3
Apple acquired Orion Network Systems in 1988,Orion Network Systems,Apple,1988,1988-07-06,,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/101527aeb5922cd4f0306ec0bf411adb,Apple acquired Orion Network Systems,http://www.alacrastore.com/storecontent/Thomson_M&A/Apple_Computer_Inc_acquires_Orion_Network_Systems_Inc-24111020,,,,,1976.0,98000.0,0.0,51.0,1980,"Computers, Consumer Electronics, Hardware + Software","Apple is an American multinational corporation headquartered in Cupertino, California that designs, develops, and sells consumer electronics, computer software and personal computers. It was founded by Steve Jobs, Ronald Wayne and Steve Wozniak of Apple’s best-known hardware products are the Mac line of computers, the iPod music player, the iPhone smartphone, and the iPad tablet computer. Its consumer software includes the OS X and iOS operating systems, the iTunes media browser, the Safari web browser, and the iLife and iWork creativity and productivity suites.Apple was founded on April 1, 1976, and incorporated as Apple Computer, Inc. on January 3, 1977. The word “Computer” was removed from its name on January 9, 2007, the same day Steve Jobs introduced the iPhone, reflecting its shifted focus towards consumer electronics.Apple is the world’s second-largest information technology company by revenue after Samsung Electronics, and the world’s third-largest mobile phone maker after Samsung and Nokia Fortune Magazine named Apple the most admired company in the United States in 2008, and in the world from 2008 to 2012. On September 30, 2013, Apple surpassed Coca-Cola to become the world’s most valuable brand in the Omnicom Group’s “Best Global Brands” report. However, the company has received criticism for its contractors’ labor practices, and for Apple’s own environmental and business practices.",3.0,10.0,AAPL,-0.01496523195622601,293228268.62335205,0,1,,12.0,8,,,,0.0,0.0,11.49273296168228,0,0,1,1,0,1,"Apple is an American multinational corporation headquartered in Cupertino, California that designs, develops, and sells consumer electronics, computer software and personal computers. It was founded by Steve Jobs, Ronald Wayne and Steve Wozniak of Apple’s best-known hardware products are the Mac line of computers, the iPod music player, the iPhone smartphone, and the iPad tablet computer. Its consumer software includes the OS X and iOS operating systems, the iTunes media browser, the Safari web browser, and the iLife and iWork creativity and productivity suites.Apple was founded on April 1, 1976, and incorporated as Apple Computer, Inc. on January 3, 1977. The word “Computer” was removed from its name on January 9, 2007, the same day Steve Jobs introduced the iPhone, reflecting its shifted focus towards consumer electronics.Apple is the world’s second-largest information technology company by revenue after Samsung Electronics, and the world’s third-largest mobile phone maker after Samsung and Nokia Fortune Magazine named Apple the most admired company in the United States in 2008, and in the world from 2008 to 2012. On September 30, 2013, Apple surpassed Coca-Cola to become the world’s most valuable brand in the Omnicom Group’s “Best Global Brands” report. However, the company has received criticism for its contractors’ labor practices, and for Apple’s own environmental and business practices.   Computers, Consumer Electronics, Hardware + Software",1.0,0.0,0.3
Apple acquired Nashoba Systems in 1988,Nashoba Systems,Apple,1988,1988-11-07,,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b69db9c5d16aa7e5d60c103b4293ae0b,Apple acquired Nashoba Systems,http://www.alacrastore.com/storecontent/Thomson_M&A/Claris_Corp_Apple_Computer_acquires_Nashoba_Systems_Inc-102005020,,,,,1976.0,98000.0,0.0,51.0,1980,"Computers, Consumer Electronics, Hardware + Software","Apple is an American multinational corporation headquartered in Cupertino, California that designs, develops, and sells consumer electronics, computer software and personal computers. It was founded by Steve Jobs, Ronald Wayne and Steve Wozniak of Apple’s best-known hardware products are the Mac line of computers, the iPod music player, the iPhone smartphone, and the iPad tablet computer. Its consumer software includes the OS X and iOS operating systems, the iTunes media browser, the Safari web browser, and the iLife and iWork creativity and productivity suites.Apple was founded on April 1, 1976, and incorporated as Apple Computer, Inc. on January 3, 1977. The word “Computer” was removed from its name on January 9, 2007, the same day Steve Jobs introduced the iPhone, reflecting its shifted focus towards consumer electronics.Apple is the world’s second-largest information technology company by revenue after Samsung Electronics, and the world’s third-largest mobile phone maker after Samsung and Nokia Fortune Magazine named Apple the most admired company in the United States in 2008, and in the world from 2008 to 2012. On September 30, 2013, Apple surpassed Coca-Cola to become the world’s most valuable brand in the Omnicom Group’s “Best Global Brands” report. However, the company has received criticism for its contractors’ labor practices, and for Apple’s own environmental and business practices.",3.0,10.0,AAPL,0.025744585524907437,278096020.2217102,1,2,,12.0,8,,,,0.0,0.0,11.49273296168228,0,0,1,1,0,1,"Apple is an American multinational corporation headquartered in Cupertino, California that designs, develops, and sells consumer electronics, computer software and personal computers. It was founded by Steve Jobs, Ronald Wayne and Steve Wozniak of Apple’s best-known hardware products are the Mac line of computers, the iPod music player, the iPhone smartphone, and the iPad tablet computer. Its consumer software includes the OS X and iOS operating systems, the iTunes media browser, the Safari web browser, and the iLife and iWork creativity and productivity suites.Apple was founded on April 1, 1976, and incorporated as Apple Computer, Inc. on January 3, 1977. The word “Computer” was removed from its name on January 9, 2007, the same day Steve Jobs introduced the iPhone, reflecting its shifted focus towards consumer electronics.Apple is the world’s second-largest information technology company by revenue after Samsung Electronics, and the world’s third-largest mobile phone maker after Samsung and Nokia Fortune Magazine named Apple the most admired company in the United States in 2008, and in the world from 2008 to 2012. On September 30, 2013, Apple surpassed Coca-Cola to become the world’s most valuable brand in the Omnicom Group’s “Best Global Brands” report. However, the company has received criticism for its contractors’ labor practices, and for Apple’s own environmental and business practices.   Computers, Consumer Electronics, Hardware + Software",1.0,0.0,0.3
Apple acquired Coral Software in 1989,Coral Software,Apple,1989,1989-03-01,,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/28db11cb44aa6bc9990d4e97cbb3d431,Apple acquired Coral Software,http://www.alacrastore.com/storecontent/Thomson_M&A/Apple_Computer_Inc_acquires_Coral_Software_Corp-110260020,,,,,1976.0,98000.0,0.0,51.0,1980,"Computers, Consumer Electronics, Hardware + Software","Apple is an American multinational corporation headquartered in Cupertino, California that designs, develops, and sells consumer electronics, computer software and personal computers. It was founded by Steve Jobs, Ronald Wayne and Steve Wozniak of Apple’s best-known hardware products are the Mac line of computers, the iPod music player, the iPhone smartphone, and the iPad tablet computer. Its consumer software includes the OS X and iOS operating systems, the iTunes media browser, the Safari web browser, and the iLife and iWork creativity and productivity suites.Apple was founded on April 1, 1976, and incorporated as Apple Computer, Inc. on January 3, 1977. The word “Computer” was removed from its name on January 9, 2007, the same day Steve Jobs introduced the iPhone, reflecting its shifted focus towards consumer electronics.Apple is the world’s second-largest information technology company by revenue after Samsung Electronics, and the world’s third-largest mobile phone maker after Samsung and Nokia Fortune Magazine named Apple the most admired company in the United States in 2008, and in the world from 2008 to 2012. On September 30, 2013, Apple surpassed Coca-Cola to become the world’s most valuable brand in the Omnicom Group’s “Best Global Brands” report. However, the company has received criticism for its contractors’ labor practices, and for Apple’s own environmental and business practices.",3.0,10.0,AAPL,-0.05053370294017301,259750217.19932556,0,3,,13.0,9,,,,0.0,0.0,11.49273296168228,0,0,1,1,0,1,"Apple is an American multinational corporation headquartered in Cupertino, California that designs, develops, and sells consumer electronics, computer software and personal computers. It was founded by Steve Jobs, Ronald Wayne and Steve Wozniak of Apple’s best-known hardware products are the Mac line of computers, the iPod music player, the iPhone smartphone, and the iPad tablet computer. Its consumer software includes the OS X and iOS operating systems, the iTunes media browser, the Safari web browser, and the iLife and iWork creativity and productivity suites.Apple was founded on April 1, 1976, and incorporated as Apple Computer, Inc. on January 3, 1977. The word “Computer” was removed from its name on January 9, 2007, the same day Steve Jobs introduced the iPhone, reflecting its shifted focus towards consumer electronics.Apple is the world’s second-largest information technology company by revenue after Samsung Electronics, and the world’s third-largest mobile phone maker after Samsung and Nokia Fortune Magazine named Apple the most admired company in the United States in 2008, and in the world from 2008 to 2012. On September 30, 2013, Apple surpassed Coca-Cola to become the world’s most valuable brand in the Omnicom Group’s “Best Global Brands” report. However, the company has received criticism for its contractors’ labor practices, and for Apple’s own environmental and business practices.   Computers, Consumer Electronics, Hardware + Software",1.0,0.0,0.3
HP acquired Avantek in 1991,Avantek,HP,1991,1991-08-08,,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1d0ceea865019a3530ac1d3016a46fe5,Hewlett-Packard to Buy Avantek for $82.8 Million,http://articles.latimes.com/1991-08-08/business/fi-486_1_hewlett-packard,,,"Avantek, a division of Hewlett-Packard Company, manufactures integrated circuits, microwave semiconductors and components for wireless communications applications. Avantek Inc. is based in Santa Clara, California. Avantek Inc. operates as a subsidiary of Hewlett-Packard.",United States,1939.0,317500.0,0.0,88.0,1978,"Curated Web, Information Technology","Hewlett-Packard technology corporation headquartered in Palo Alto, California, USA. HP is one of the world's largest information technology companies and operates in nearly every country. HP specializes in developing and manufacturing computing, data storage, and networking hardware, designing software and delivering services. Major product lines include personal computing devices, enterprise servers, related storage devices, as well as a diverse range of printers and other imaging products. HP markets its products to households, small to medium size businesses and enterprises both directly, via online distribution, consumer-electronics and office-supply retailers, software partners and major technology vendors.Bill Hewlett and Dave Packard graduated in electrical engineering from Stanford University in 1935. The company originated in a garage in nearby Palo Alto during a fellowship they had with a past professor, Frederick Terman at Stanford during the Great Depression. Terman was considered a mentor to them in forming Hewlett-Packard. In 1939, Packard and Hewlett established Hewlett-Packard HP in Packard's garage with an initial capital investment of US$538. Hewlett and Packard tossed a coin to decide whether the company they founded would be called Hewlett-Packard or Packard-Hewlett Packard won the coin toss but named their electronics manufacturing enterprise the ""Hewlett-Packard Company"". HP incorporated on August 18, 1947, and went public on November 6, 1957.Subsidiaries of HP include: HP Enterprise Services, HP Labs, Snapfish and HP Software",2.0,12.0,HPQ,-0.04014429925314289,1046919226.6464233,0,0,,52.0,13,,,,0.0,0.0,12.668236246916223,0,0,1,1,1,0,"Hewlett-Packard technology corporation headquartered in Palo Alto, California, USA. HP is one of the world's largest information technology companies and operates in nearly every country. HP specializes in developing and manufacturing computing, data storage, and networking hardware, designing software and delivering services. Major product lines include personal computing devices, enterprise servers, related storage devices, as well as a diverse range of printers and other imaging products. HP markets its products to households, small to medium size businesses and enterprises both directly, via online distribution, consumer-electronics and office-supply retailers, software partners and major technology vendors.Bill Hewlett and Dave Packard graduated in electrical engineering from Stanford University in 1935. The company originated in a garage in nearby Palo Alto during a fellowship they had with a past professor, Frederick Terman at Stanford during the Great Depression. Terman was considered a mentor to them in forming Hewlett-Packard. In 1939, Packard and Hewlett established Hewlett-Packard HP in Packard's garage with an initial capital investment of US$538. Hewlett and Packard tossed a coin to decide whether the company they founded would be called Hewlett-Packard or Packard-Hewlett Packard won the coin toss but named their electronics manufacturing enterprise the ""Hewlett-Packard Company"". HP incorporated on August 18, 1947, and went public on November 6, 1957.Subsidiaries of HP include: HP Enterprise Services, HP Labs, Snapfish and HP Software Avantek, a division of Hewlett-Packard Company, manufactures integrated circuits, microwave semiconductors and components for wireless communications applications. Avantek Inc. is based in Santa Clara, California. Avantek Inc. operates as a subsidiary of Hewlett-Packard.  Curated Web, Information Technology",1.0000000000000002,0.0,0.16666666666666666
EMC acquired Epoch Systems in 1993,Epoch Systems,EMC,1993,1993-10-08,,Undisclosed,Stock,http://www.crunchbase.com/acquisition/fc0c77a8816b9c435a35da0e5533a78f,,,1986.0,,,,1979.0,63900.0,0.0,60.0,1986,Enterprise Software,"EMC is a global leader in enabling businesses and service providers to transform their operations and deliver information technology as a service ITaaS. Fundamental to this transformation is cloud computing. Through innovative products and services, EMC accelerates the journey to cloud computing, helping IT departments to store, manage, protect and analyze their most valuable asset — information — in a more agile, trusted and cost-efficient way.EMC is a manufacturer of software and systems for information management and storage.  EMC produces a range of enterprise storage products, including hardware disk arrays and storage management software. Its flagship product, the Symmetrix, is the foundation of storage networks in many large data centers.",2.0,4.0,EMC,0.0,,0,0,7.0,14.0,7,,,,0.0,0.0,11.065090289695444,0,1,0,1,0,1,"EMC is a global leader in enabling businesses and service providers to transform their operations and deliver information technology as a service ITaaS. Fundamental to this transformation is cloud computing. Through innovative products and services, EMC accelerates the journey to cloud computing, helping IT departments to store, manage, protect and analyze their most valuable asset — information — in a more agile, trusted and cost-efficient way.EMC is a manufacturer of software and systems for information management and storage.  EMC produces a range of enterprise storage products, including hardware disk arrays and storage management software. Its flagship product, the Symmetrix, is the foundation of storage networks in many large data centers.   Enterprise Software",1.0000000000000002,0.0,0.5
AOL acquired BookLink Technologies in 1994,BookLink Technologies,AOL,1994,1994-01-12,,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a7fad2e25d061b81745b5daff032492f,America Online to Acquire Two Internet Companies - Information Today | HighBeam Research,http://www.highbeam.com/doc/1G1-16790062.html,,,,,1985.0,5600.0,1000000000.0,62.0,2009,"News, Advertising Platforms, Content Creators, Digital Media","AOL is a global advertising-supported Web company, with display advertising network in the U.S., a substantial worldwide audience, and a suite of popular Web brands and products.The company's strategy focuses on increasing the scale and sophistication of its advertising platform and growing the size and engagement of its global online audience through leading products and programming.History of Aol:AOL was founded in the early 1980's as Control Video Corp, with an online service, Gameline, for the Atari 2600 console.  In 1985 the company was re-named Quantum Computer Services and was the first online service launched for the Commodore 64 and 128 consoles. In 1988, the company created an online service for the PC and changed its name to AOL America Online, becoming over the next decade the premier Online access subscription business, at one point having almost 25MM subscribers. AOL originally went public in 1992 and grew to become the largest online access and portal company on the Web. In 2000, AOL acquired Time Warner for $160B+ in what was then considered to be the largest M&A transaction, and the company was re-named AOL Time Warner. The merger was not fruitful and on May 28, 2009, Time Warner announced that it would spin off AOL into a separate public company. The spinoff occurred on December 9, 2009, ending the eight-year relationship between the two companies.Since then, AOL has focused on reinventing itself as a brand company under the guidance of CEO Tim Armstrong, creating and acquiring a range of content properties. Major acquisitions include the purchase of technology news blog TechCrunch in September 2010, and on March 7, 2011, the purchase of The Huffington Post. Other AOL brands include Moviefone, Engadget, Patch, Stylelist, MapQuest, Cambio and about.me.",3.0,9.0,AOL,0.0,,0,0,,9.0,0,,,,0.0,20.72326583794641,8.630700432209832,0,0,1,1,0,1,"AOL is a global advertising-supported Web company, with display advertising network in the U.S., a substantial worldwide audience, and a suite of popular Web brands and products.The company's strategy focuses on increasing the scale and sophistication of its advertising platform and growing the size and engagement of its global online audience through leading products and programming.History of Aol:AOL was founded in the early 1980's as Control Video Corp, with an online service, Gameline, for the Atari 2600 console.  In 1985 the company was re-named Quantum Computer Services and was the first online service launched for the Commodore 64 and 128 consoles. In 1988, the company created an online service for the PC and changed its name to AOL America Online, becoming over the next decade the premier Online access subscription business, at one point having almost 25MM subscribers. AOL originally went public in 1992 and grew to become the largest online access and portal company on the Web. In 2000, AOL acquired Time Warner for $160B+ in what was then considered to be the largest M&A transaction, and the company was re-named AOL Time Warner. The merger was not fruitful and on May 28, 2009, Time Warner announced that it would spin off AOL into a separate public company. The spinoff occurred on December 9, 2009, ending the eight-year relationship between the two companies.Since then, AOL has focused on reinventing itself as a brand company under the guidance of CEO Tim Armstrong, creating and acquiring a range of content properties. Major acquisitions include the purchase of technology news blog TechCrunch in September 2010, and on March 7, 2011, the purchase of The Huffington Post. Other AOL brands include Moviefone, Engadget, Patch, Stylelist, MapQuest, Cambio and about.me.   News, Advertising Platforms, Content Creators, Digital Media",1.0000000000000004,0.0,0.3333333333333333
AOL acquired NaviSoft in 1994,NaviSoft,AOL,1994,1994-01-12,,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0ef5c7b19d872d159dd86f5d2f462b3f,America Online to Acquire Two Internet Companies - Information Today | HighBeam Research,http://www.highbeam.com/doc/1G1-16790062.html,,,"NaviSoft was a web server company based in the United States. It was acquired by AOL on November 30, 1994. In 1993, Linda Dozier set up NaviSoft Inc. in the basement of her Goleta, California home with business partner David C. Cole. In that Goleta basement, network publishing, for which Dozier holds the patent, was invented.",,1985.0,5600.0,1000000000.0,62.0,2009,"News, Advertising Platforms, Content Creators, Digital Media","AOL is a global advertising-supported Web company, with display advertising network in the U.S., a substantial worldwide audience, and a suite of popular Web brands and products.The company's strategy focuses on increasing the scale and sophistication of its advertising platform and growing the size and engagement of its global online audience through leading products and programming.History of Aol:AOL was founded in the early 1980's as Control Video Corp, with an online service, Gameline, for the Atari 2600 console.  In 1985 the company was re-named Quantum Computer Services and was the first online service launched for the Commodore 64 and 128 consoles. In 1988, the company created an online service for the PC and changed its name to AOL America Online, becoming over the next decade the premier Online access subscription business, at one point having almost 25MM subscribers. AOL originally went public in 1992 and grew to become the largest online access and portal company on the Web. In 2000, AOL acquired Time Warner for $160B+ in what was then considered to be the largest M&A transaction, and the company was re-named AOL Time Warner. The merger was not fruitful and on May 28, 2009, Time Warner announced that it would spin off AOL into a separate public company. The spinoff occurred on December 9, 2009, ending the eight-year relationship between the two companies.Since then, AOL has focused on reinventing itself as a brand company under the guidance of CEO Tim Armstrong, creating and acquiring a range of content properties. Major acquisitions include the purchase of technology news blog TechCrunch in September 2010, and on March 7, 2011, the purchase of The Huffington Post. Other AOL brands include Moviefone, Engadget, Patch, Stylelist, MapQuest, Cambio and about.me.",3.0,9.0,AOL,0.0,,0,1,,9.0,0,,,,0.0,20.72326583794641,8.630700432209832,0,0,1,1,0,1,"AOL is a global advertising-supported Web company, with display advertising network in the U.S., a substantial worldwide audience, and a suite of popular Web brands and products.The company's strategy focuses on increasing the scale and sophistication of its advertising platform and growing the size and engagement of its global online audience through leading products and programming.History of Aol:AOL was founded in the early 1980's as Control Video Corp, with an online service, Gameline, for the Atari 2600 console.  In 1985 the company was re-named Quantum Computer Services and was the first online service launched for the Commodore 64 and 128 consoles. In 1988, the company created an online service for the PC and changed its name to AOL America Online, becoming over the next decade the premier Online access subscription business, at one point having almost 25MM subscribers. AOL originally went public in 1992 and grew to become the largest online access and portal company on the Web. In 2000, AOL acquired Time Warner for $160B+ in what was then considered to be the largest M&A transaction, and the company was re-named AOL Time Warner. The merger was not fruitful and on May 28, 2009, Time Warner announced that it would spin off AOL into a separate public company. The spinoff occurred on December 9, 2009, ending the eight-year relationship between the two companies.Since then, AOL has focused on reinventing itself as a brand company under the guidance of CEO Tim Armstrong, creating and acquiring a range of content properties. Major acquisitions include the purchase of technology news blog TechCrunch in September 2010, and on March 7, 2011, the purchase of The Huffington Post. Other AOL brands include Moviefone, Engadget, Patch, Stylelist, MapQuest, Cambio and about.me. NaviSoft was a web server company based in the United States. It was acquired by AOL on November 30, 1994. In 1993, Linda Dozier set up NaviSoft Inc. in the basement of her Goleta, California home with business partner David C. Cole. In that Goleta basement, network publishing, for which Dozier holds the patent, was invented.  News, Advertising Platforms, Content Creators, Digital Media",1.0000000000000002,0.0,0.3333333333333333
HP acquired Colorado Memory Systems in 1994,Colorado Memory Systems,HP,1994,1994-02-11,,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/05311080f86ceaf7b9238c1eb807abb1,Hewlett-Packard acquired Colorado Memory Systems,http://findarticles.com/p/articles/mi_m0EIN/is_1994_Nov_2/ai_15880389/,1972.0,,"Colorado Memory Systems manufactures and markets personal computer tape-backup systems for IBM-compatible personal computers. It produces data-storage devices and computer workstations. The company's tape-backup systems protect against the loss of data stored on hard disk drives. Colorado Memory Systems, Inc. was founded in 1972 and is based in Loveland, Colorado.",United States,1939.0,317500.0,0.0,88.0,1978,"Curated Web, Information Technology","Hewlett-Packard technology corporation headquartered in Palo Alto, California, USA. HP is one of the world's largest information technology companies and operates in nearly every country. HP specializes in developing and manufacturing computing, data storage, and networking hardware, designing software and delivering services. Major product lines include personal computing devices, enterprise servers, related storage devices, as well as a diverse range of printers and other imaging products. HP markets its products to households, small to medium size businesses and enterprises both directly, via online distribution, consumer-electronics and office-supply retailers, software partners and major technology vendors.Bill Hewlett and Dave Packard graduated in electrical engineering from Stanford University in 1935. The company originated in a garage in nearby Palo Alto during a fellowship they had with a past professor, Frederick Terman at Stanford during the Great Depression. Terman was considered a mentor to them in forming Hewlett-Packard. In 1939, Packard and Hewlett established Hewlett-Packard HP in Packard's garage with an initial capital investment of US$538. Hewlett and Packard tossed a coin to decide whether the company they founded would be called Hewlett-Packard or Packard-Hewlett Packard won the coin toss but named their electronics manufacturing enterprise the ""Hewlett-Packard Company"". HP incorporated on August 18, 1947, and went public on November 6, 1957.Subsidiaries of HP include: HP Enterprise Services, HP Labs, Snapfish and HP Software",2.0,12.0,HPQ,0.005082509571074145,2008549690.246582,1,1,22.0,55.0,16,,,,0.0,0.0,12.668236246916223,0,0,1,1,1,0,"Hewlett-Packard technology corporation headquartered in Palo Alto, California, USA. HP is one of the world's largest information technology companies and operates in nearly every country. HP specializes in developing and manufacturing computing, data storage, and networking hardware, designing software and delivering services. Major product lines include personal computing devices, enterprise servers, related storage devices, as well as a diverse range of printers and other imaging products. HP markets its products to households, small to medium size businesses and enterprises both directly, via online distribution, consumer-electronics and office-supply retailers, software partners and major technology vendors.Bill Hewlett and Dave Packard graduated in electrical engineering from Stanford University in 1935. The company originated in a garage in nearby Palo Alto during a fellowship they had with a past professor, Frederick Terman at Stanford during the Great Depression. Terman was considered a mentor to them in forming Hewlett-Packard. In 1939, Packard and Hewlett established Hewlett-Packard HP in Packard's garage with an initial capital investment of US$538. Hewlett and Packard tossed a coin to decide whether the company they founded would be called Hewlett-Packard or Packard-Hewlett Packard won the coin toss but named their electronics manufacturing enterprise the ""Hewlett-Packard Company"". HP incorporated on August 18, 1947, and went public on November 6, 1957.Subsidiaries of HP include: HP Enterprise Services, HP Labs, Snapfish and HP Software Colorado Memory Systems manufactures and markets personal computer tape-backup systems for IBM-compatible personal computers. It produces data-storage devices and computer workstations. The company's tape-backup systems protect against the loss of data stored on hard disk drives. Colorado Memory Systems, Inc. was founded in 1972 and is based in Loveland, Colorado.  Curated Web, Information Technology",1.0000000000000002,0.0,0.16666666666666666
